Name,X,Y
ctg7180000070530_Component#_1,5.337446031,-2.327114422
ctg7180000070555_Component#_1,-1.172237335,1.375259198
ctg7180000070709_Component#_1,-1.732503837,0.538287542
ctg7180000070727_Component#_1,0.500478794,-0.699811124
ctg7180000070742_Component#_1,-1.516748022,1.201242003
ctg7180000070744_Component#_1,-0.329960084,-1.429017007
ctg7180000070753_Component#_1,5.527206681,-2.036291248
ctg7180000070766_Component#_1,-1.309076253,0.752173968
ctg7180000070916_Component#_1,-1.248047125,1.415136285
ctg7180000070919_Component#_1,5.485589382,-2.102922471
ctg7180000070935_Component#_1,-1.551250788,-0.342114682
ctg7180000070966_Component#_1,-1.064641224,1.397231506
ctg7180000071125_Component#_1,-1.294970114,1.25760637
ctg7180000071167_Component#_1,-1.543995259,1.193542185
ctg7180000071194_Component#_1,-0.147116093,-1.229048279
ctg7180000071212_Component#_1,-1.470961006,0.781205255
ctg7180000071373_Component#_1,-1.052546422,1.348421557
ctg7180000071378_Component#_1,5.384203594,0.499563953
ctg7180000071662_Component#_1,-1.530133605,1.154700064
ctg7180000071665_Component#_1,-0.134625224,-1.20516245
ctg7180000071669_Component#_1,-0.480109658,-1.525671749
ctg7180000071677_Component#_1,-1.043488692,1.368617977
ctg7180000071690_Component#_1,-1.084088346,1.395418394
ctg7180000071703_Component#_1,-1.136728932,1.426891253
ctg7180000071715_Component#_3,-0.150785991,-1.250029314
ctg7180000071868_Component#_1,-0.174786189,-1.2408565
ctg7180000072035_Component#_1,-1.437463423,1.235392584
ctg7180000072041_Component#_1,-0.181850303,-1.247193144
ctg7180000072286_Component#_1,0.47959777,-0.705243915
ctg7180000072298_Component#_1,-1.681630896,0.956703707
ctg7180000072308_Component#_1,-0.938014438,-0.254952089
ctg7180000072338_Component#_1,5.317478327,-2.386208714
ctg7180000072368_Component#_1,-1.205032762,1.410851325
ctg7180000072371_Component#_1,-0.501658763,-1.544554532
ctg7180000072665_Component#_1,-1.48826945,-0.328175965
ctg7180000072762_Component#_1,-1.437463423,1.235392584
ctg7180000072883_Component#_1,-1.437463425,1.235392584
ctg7180000072976_Component#_1,-0.085133623,-1.133809466
ctg7180000072999_Component#_1,-1.260135075,1.415336503
ctg7180000073073_Component#_1,-1.043085109,1.361790443
ctg7180000073115_Component#_1,-1.453822604,-0.323712964
ctg7180000073418_Component#_1,5.379645743,0.490164502
ctg7180000073428_Component#_1,-1.487611971,1.085965841
ctg7180000073826_Component#_1,5.487954243,-2.140351416
ctg7180000073862_Component#_1,-0.944220804,-0.261236369
ctg7180000073882_Component#_1,-1.040129978,1.378825743
ctg7180000073899_Component#_1,-1.628308324,0.532284025
ctg7180000073919_Component#_1,5.544578005,-1.998908338
ctg7180000073920_Component#_1,-0.174291808,-1.240465837
ctg7180000074274_Component#_1,-1.245172341,1.314071461
ctg7180000074875_Component#_1,-0.465363372,-1.514362211
ctg7180000075055_Component#_1,-1.48761149,1.085965734
ctg7180000075440_Component#_1,-0.337214722,-1.423374866
